game_num,away_team,home_team,time,predicted_winner,mc_win_prob_home,mc_win_prob_winner,mc_median_spread,mc_mean_spread,mc_std_spread,ci_95_low,ci_95_high,ci_90_low,ci_90_high,ci_80_low,ci_80_high,q10,q50,q90,model_win_prob,model_confidence,model_confidence_score,n_simulations
1,Atlanta Hawks,Philadelphia 76ers,7:00p,Atlanta Hawks,0.2733,0.7267,-4.612626905022795,-4.676700969683143,7.281697894992186,-18.58357132102307,9.049967386188552,-16.847736175056962,7.473309448805104,-14.62640839212351,5.096997859936062,-22.747202272084955,-4.4389096001233215,13.2035551641985,0.421391202861027,LOW,0.11005231599456235,10000
2,Indiana Pacers,Washington Wizards,7:00p,Indiana Pacers,0.1994,0.8006,-8.206731929251728,-7.376011226828307,8.041646530660943,-21.20614383847412,8.923638267393752,-19.736750215527678,6.948087876325361,-17.724763202221915,4.127112607915072,-24.801979458728653,-11.202962513463167,13.732430463034715,0.3099802556667263,LOW,0.26602764206658314,10000
3,Detroit Pistons,New York Knicks,7:30p,New York Knicks,0.5946,0.5946,1.7563587469967832,1.4394832589497129,6.81470697964696,-11.980846197575614,14.06838067657905,-10.365962885426212,12.566223954382151,-7.975222148806248,10.475165557731682,-15.597763592777634,2.6955469772738554,17.522300079825236,0.5479866151396219,LOW,0.0671812611954731,10000
4,Toronto Raptors,Chicago Bulls,8:00p,Toronto Raptors,0.495,0.505,-0.09361893321201187,-0.23110350375843572,7.885929403755472,-15.310115937961804,14.56790593038362,-13.543400265730641,12.86585579808377,-10.987626308248569,10.237803652850314,-19.858649559894026,0.16118884065841405,18.73669795854306,0.5028783403585175,LOW,0.0040296765019245395,10000
5,Phoenix Suns,San Antonio Spurs,8:30p,Phoenix Suns,0.4925,0.5075000000000001,-0.14647869266219615,-0.4223685210801537,8.144191586881663,-16.340277084116206,14.67721463592574,-14.392338405435016,12.83798319445942,-11.690150944106128,10.303586741630424,-21.178372022602694,0.7599715312559259,19.153892854022725,0.5135675887097871,LOW,0.01899462419370199,10000
6,Boston Celtics,Golden State Warriors,10:00p,Boston Celtics,0.3719,0.6281,-2.5294800686485317,-2.3860971055016913,7.156026307239951,-15.595300273813535,11.32872081682894,-14.179787796538173,9.841737076444224,-11.950384161782186,7.471960483626368,-19.462441266712425,-2.9810354216989037,15.379606581422141,0.44696744649722264,LOW,0.07424557490388872,10000
7,Orlando Magic,Sacramento Kings,10:00p,Orlando Magic,0.3336,0.6664,-3.2545945946720654,-2.9784100932137325,6.815590783322701,-15.695937607133446,10.274953711729694,-14.204392416167536,8.70873342322151,-12.152265365150715,6.452629295746298,-19.271363860988686,-3.592968340989296,14.143530793854334,0.43618970274226676,LOW,0.08933441616082836,10000
8,Denver Nuggets,Los Angeles Clippers,10:30p,Los Angeles Clippers,0.6171,0.6171,2.2780656676689954,1.8764925188529833,7.043373086238197,-12.160135641028086,14.725948402419768,-10.429839903597834,13.17992483311266,-7.916937964839855,11.079434206525596,-16.2827707691792,3.609768345662258,18.3027099384391,0.5641053886037195,LOW,0.08974754404520786,10000
